,日期,收盘价(元)
0,20080102,1.008388
1,20080103,1.00308387912
2,20080104,0.9996804155181459
3,20080107,0.9910531735322243
4,20080108,0.98290968960531
5,20080109,0.9770957787912946
6,20080110,0.9787842002970459
7,20080111,0.9692244150127447
8,20080114,0.9721543804193282
9,20080115,0.9757834327214335
10,20080116,0.9835701845145507
11,20080117,0.9797509814880807
12,20080118,0.972866271341164
13,20080121,0.9647010047257976
14,20080122,0.9592707027701961
15,20080123,0.958569475886471
16,20080124,0.9574517838775873
17,20080125,0.9543237888996592
18,20080128,0.9552084470519691
19,20080129,0.9628978750507373
20,20080130,0.9669497493089508
21,20080131,0.9711173027284724
22,20080201,0.9630278955967443
23,20080204,0.9634901489866308
24,20080205,0.9678923354773508
25,20080213,0.9656497289360497
26,20080214,0.9654421142443285
27,20080215,0.9610203893610895
28,20080218,0.9631173358506753
29,20080219,0.9654085919926639
30,20080220,0.9735836719496578
31,20080221,0.9809050211627192
32,20080222,0.9860547725238235
33,20080225,0.9814282035311417
34,20080226,0.9793318728883992
35,20080227,0.9723414019797219
36,20080228,0.9691482328156205
37,20080229,0.9706659189482096
38,20080303,0.9673549774986773
39,20080304,0.9759934574477406
40,20080305,0.9801941332885957
41,20080306,0.978072012990026
42,20080307,0.9833242596997825
43,20080310,0.9827558982776761
44,20080311,0.9819637970236643
45,20080312,0.9787881261040898
46,20080313,0.9706641846574259
47,20080314,0.9694081452024792
48,20080317,0.9629024471400254
49,20080318,0.9605529651690037
50,20080319,0.9597566667608786
51,20080320,0.9661179339481697
52,20080321,0.9730198804682955
53,20080324,0.9774578241431114
54,20080325,0.9810441168998925
55,20080326,0.9749704727721653
56,20080327,0.9709818685680545
57,20080328,0.9699574826967151
58,20080331,0.9680563660306296
59,20080401,0.9612877159193435
60,20080402,0.9507318155108332
61,20080403,0.9540489188151505
62,20080407,0.9525453377190978
63,20080408,0.9545428252922947
64,20080409,0.9459433489792364
65,20080410,0.9497640141657634
66,20080411,0.9519921605429962
