,日期,收盘价(元)
0,20080102,0.997817
1,20080103,0.995543972874
2,20080104,0.9980218818224833
3,20080107,0.9952473809910168
4,20080108,0.9995159970080872
5,20080109,0.996161621322128
6,20080110,0.9968410035478698
7,20080111,0.994876229929877
8,20080114,0.9916379078014552
9,20080115,0.9870029922203912
10,20080116,0.9814728144549804
11,20080117,0.9813658339182048
12,20080118,0.9841430992281934
13,20080121,0.9826344078570766
14,20080122,0.9846753395221958
15,20080123,0.9869568322838685
16,20080124,0.9838962791469562
17,20080125,0.9849313380326189
18,20080128,0.9886228606875652
19,20080129,0.9851349992350595
20,20080130,0.9796743959342996
21,20080131,0.979548017937224
22,20080201,0.9842263392708921
23,20080204,0.984196812480714
24,20080205,0.9837991969684718
25,20080213,0.9793494732005834
26,20080214,0.9761440623747979
27,20080215,0.9736392767107442
28,20080218,0.9695684908948167
29,20080219,0.9679977899395671
30,20080220,0.965660075276863
31,20080221,0.9591380071284431
32,20080222,0.9574393737178186
33,20080225,0.9567557620049841
34,20080226,0.9551177961404316
35,20080227,0.9538665918274876
36,20080228,0.9505499976877034
37,20080229,0.9491403320411326
38,20080303,0.9458591539132664
39,20080304,0.9437281332394998
40,20080305,0.938078032905795
41,20080306,0.9393847756056327
42,20080307,0.9403927354698577
43,20080310,0.9383624275539783
44,20080311,0.9345029428894487
45,20080312,0.9328507416864201
46,20080313,0.9329598852231974
47,20080314,0.9315137974011014
48,20080317,0.9359328988559723
49,20080318,0.936870703620626
50,20080319,0.9335326333036257
51,20080320,0.9318224015194135
52,20080321,0.9308104423913635
53,20080324,0.9265882862246763
54,20080325,0.9254578485154822
55,20080326,0.9234690395990225
56,20080327,0.9243306362129684
57,20080328,0.926915989002456
58,20080331,0.9317758095327959
59,20080401,0.936065705359885
60,20080402,0.9482289431353312
61,20080403,0.9499651503302119
62,20080407,0.9501000453815589
63,20080408,0.9488003085194769
64,20080409,0.9520632327804754
65,20080410,0.9511644850887307
66,20080411,0.9459064478151603
67,20080414,0.9474407080735165
68,20080415,0.943722950735036
69,20080416,0.9413598684663955
70,20080417,0.9405907774538586
71,20080418,0.9441471511834116
72,20080421,0.9412099093960801
73,20080422,0.9468599924821847
74,20080423,0.9467463692830868
75,20080424,0.9469035291803879
76,20080425,0.9495851599750267
77,20080428,0.945881777851124
78,20080429,0.9450550771772821
79,20080430,0.9491518909368456
80,20080505,0.9473636887743205
81,20080506,0.9447878069045431
82,20080507,0.9414517611583633
83,20080508,0.940873709777012
84,20080509,0.9386701835487143
85,20080512,0.9329762102153079
86,20080513,0.92518585886001
87,20080514,0.9256419754884281
88,20080515,0.9270813487603126
89,20080516,0.9287927409301241
90,20080519,0.9253032666024497
91,20080520,0.9270382102273294
92,20080521,0.9259786055530395
93,20080522,0.9203792129252603
94,20080523,0.9190833189934615
95,20080526,0.9201696754765119
96,20080527,0.9183615420642005
97,20080528,0.9185801121112117
98,20080529,0.9187013646860104
99,20080530,0.9200656362125691
100,20080602,0.9205431502777633
101,20080603,0.9206315224201901
102,20080604,0.920499872112484
103,20080605,0.9173517625498593
104,20080606,0.9137566609924264
105,20080610,0.9164961034620817
106,20080611,0.9196415180891636
107,20080612,0.9159004163935769
108,20080613,0.9143699467977833
109,20080616,0.9152349407674539
110,20080617,0.9179568494812964
111,20080618,0.9190941980178037
112,20080619,0.9226474161873405
113,20080620,0.9301346999697009
114,20080623,0.9347388667345509
115,20080624,0.9344089039145935
116,20080625,0.9321625849095829
117,20080626,0.9278951445958669
118,20080627,0.9327313340895005
119,20080630,0.9334868464701129
120,20080701,0.931874714686259
121,20080702,0.930571021960413
122,20080703,0.9293287096460958
123,20080704,0.9285369215854774
124,20080707,0.9261264397370415
125,20080708,0.9231572783712445
126,20080709,0.9225064524899929
127,20080710,0.9218237977151503
128,20080711,0.922355690046432
129,20080714,0.9168898102272169
130,20080715,0.913758631525291
131,20080716,0.9156428018234962
132,20080717,0.9146502450263195
133,20080718,0.9158054482857878
134,20080721,0.9152147537716435
135,20080722,0.9124343313496853
136,20080723,0.9120428970215363
137,20080724,0.9113606889345642
138,20080725,0.908425196155506
139,20080728,0.9058716129291129
140,20080729,0.9045182407393968
141,20080730,0.9027707114982882
142,20080731,0.9039587577546201
143,20080801,0.9021535521153841
144,20080804,0.9018396026792479
145,20080805,0.90017751229151
146,20080806,0.8984167650774678
147,20080807,0.8985254735060422
148,20080808,0.9047324874770218
149,20080811,0.9124797117672877
150,20080812,0.9176844960432082
151,20080813,0.9185012352446867
152,20080814,0.9168268074928356
153,20080815,0.9143412900177226
154,20080818,0.9192549601102779
155,20080819,0.9172454687674768
156,20080820,0.9155173783043189
157,20080821,0.9158231611086726
158,20080822,0.9157892756517116
159,20080825,0.9125565395086611
160,20080826,0.9144966347116565
161,20080827,0.9107270795833752
162,20080828,0.9088609997973088
163,20080829,0.9084729161503954
164,20080901,0.9074263553509901
165,20080902,0.9023611014354209
166,20080903,0.8991730596640496
167,20080904,0.8977352819416468
168,20080905,0.9030678295163802
169,20080908,0.9074070704372064
170,20080909,0.9062900523334981
171,20080910,0.9058468764979071
172,20080911,0.9056512135725835
173,20080912,0.9052780852725916
174,20080916,0.9091725915954343
175,20080917,0.9080934037292104
176,20080918,0.9096634972242583
177,20080919,0.9096471232813084
178,20080922,0.9142199193700434
179,20080923,0.9242397696863391
180,20080924,0.9233765297414521
181,20080925,0.9273138072642697
182,20080926,0.9316397261751574
183,20081006,0.9302851220132988
184,20081007,0.9288878337600348
185,20081008,0.9251899312938361
186,20081009,0.9222348746532836
