,日期,收盘价(元)
0,20080102,1.000124
1,20080103,1.0024362866880001
2,20080104,1.0001808050429521
3,20080107,0.9987675495654265
4,20080108,1.0006012867864285
5,20080109,0.9961516128640893
6,20080110,0.9915663269900759
7,20080111,0.9870983291206585
8,20080114,0.9858674175042451
9,20080115,0.9885036269786516
10,20080116,0.9885807302615559
11,20080117,0.9843070957646353
12,20080118,0.9824438024323527
13,20080121,0.978431501943219
14,20080122,0.9755823094095604
15,20080123,0.9774573786082456
16,20080124,0.9838323556315285
17,20080125,0.9732414003231551
18,20080128,0.9730340999048862
19,20080129,0.9737463608660165
20,20080130,0.981228627902911
21,20080131,0.9754697970857488
22,20080201,0.9692102073978495
23,20080204,0.972597597072705
24,20080205,0.9773302569800608
25,20080213,0.9777378036972214
26,20080214,0.9805165345353289
27,20080215,0.9822638149998708
28,20080218,0.973658201716657
29,20080219,0.9669010137967434
30,20080220,0.9661613345211889
31,20080221,0.9613092722992235
32,20080222,0.9618975935738706
33,20080225,0.9561233223196467
34,20080226,0.9546499362799521
35,20080227,0.9519310932614268
36,20080228,0.9475055656088543
37,20080229,0.9497416787436912
38,20080303,0.950323870392761
39,20080304,0.9479889246432059
40,20080305,0.9409662226894491
41,20080306,0.9357118673019511
42,20080307,0.9337496795162189
43,20080310,0.9382017979881523
44,20080311,0.9351507657410948
45,20080312,0.934224966483011
46,20080313,0.9257506118120435
47,20080314,0.9275576770063007
48,20080317,0.9247861346674058
49,20080318,0.9204803304243944
50,20080319,0.9232298051713721
51,20080320,0.9195719686832831
52,20080321,0.9173153390721344
53,20080324,0.9225577962349315
54,20080325,0.9244582652951754
55,20080326,0.9226241400968298
56,20080327,0.9244813824908448
57,20080328,0.9195381805386662
58,20080331,0.9207253043297415
59,20080401,0.9145767007474276
60,20080402,0.9050724196732604
61,20080403,0.9083876999465235
62,20080407,0.9137244776837093
63,20080408,0.9174104422266856
64,20080409,0.9176700693818357
65,20080410,0.914025083866251
66,20080411,0.9113954336999678
67,20080414,0.9122849556432591
68,20080415,0.9079260581251957
69,20080416,0.9030741012705746
70,20080417,0.8899524345791131
71,20080418,0.8849633612308626
72,20080421,0.8781013553278785
73,20080422,0.8695864064852641
74,20080423,0.8714186250437286
75,20080424,0.8730290066628095
76,20080425,0.8783771823576259
77,20080428,0.875560226733805
78,20080429,0.870435572726732
79,20080430,0.8745814573596294
80,20080505,0.8843356643535614
81,20080506,0.8776775011366434
82,20080507,0.8746793547927607
83,20080508,0.8751543056824131
84,20080509,0.8773736970016238
85,20080512,0.8696291193781904
86,20080513,0.8732076432044318
87,20080514,0.8733342583126965
88,20080515,0.8795611315744661
89,20080516,0.8805884589761451
90,20080519,0.8820660864103071
91,20080520,0.8810958137152558
92,20080521,0.8811610148054706
93,20080522,0.8761322288939758
94,20080523,0.8685195159571161
95,20080526,0.8711884764296524
96,20080527,0.8668612832672262
97,20080528,0.8696083666739001
98,20080529,0.8664490794777738
99,20080530,0.8610805609813296
100,20080602,0.8613535235191606
101,20080603,0.8608392954656197
102,20080604,0.8593302441806684
103,20080605,0.8548771948553241
104,20080606,0.8497043329492545
105,20080610,0.849728124670577
106,20080611,0.8459910203782758
107,20080612,0.8487565650238923
108,20080613,0.8457417817049274
109,20080616,0.8433356463359769
110,20080617,0.8402228944653508
111,20080618,0.8441904269730162
112,20080619,0.8451595575831812
113,20080620,0.8391268086611524
114,20080623,0.8359800831286731
115,20080624,0.8321830615911027
116,20080625,0.837758688103763
117,20080626,0.8317075570995895
118,20080627,0.8315054521632144
119,20080630,0.8318771351003313
120,20080701,0.8390287828307889
121,20080702,0.8377576542248002
122,20080703,0.8388299840222079
123,20080704,0.8364300914379204
124,20080707,0.8351051861730827
125,20080708,0.8369282207944986
126,20080709,0.8348174878216549
127,20080710,0.8451984432827171
128,20080711,0.8454782039674438
129,20080714,0.8439013871170445
130,20080715,0.8449115370774235
131,20080716,0.8459355698603613
132,20080717,0.849117979474176
133,20080718,0.8504629823536631
134,20080721,0.8507844573609928
135,20080722,0.849733738556152
136,20080723,0.8481353893939279
137,20080724,0.8423858795892264
138,20080725,0.8455102888166228
139,20080728,0.8504911899280416
140,20080729,0.8517388605036662
141,20080730,0.8525590850263313
142,20080731,0.8511131448181266
143,20080801,0.8440863546945081
144,20080804,0.8439985697136199
145,20080805,0.8414522260287939
146,20080806,0.83426790692296
147,20080807,0.8403655710546599
148,20080808,0.842704308438905
149,20080811,0.8397295622301156
150,20080812,0.8454237683915979
151,20080813,0.8471450511840432
152,20080814,0.8461606686345673
153,20080815,0.8466954421771443
154,20080818,0.8505191187940163
155,20080819,0.8484200376088327
156,20080820,0.8459502868793534
157,20080821,0.8387808581980508
158,20080822,0.833665972524759
159,20080825,0.8346338587188603
160,20080826,0.8294265780743133
161,20080827,0.8191018760304443
162,20080828,0.8165094185928079
163,20080829,0.8202033072025218
164,20080901,0.825469012434762
165,20080902,0.8224337628760393
166,20080903,0.8312617668867507
167,20080904,0.8263007966619705
168,20080905,0.822053610567128
169,20080908,0.8196153995581859
170,20080909,0.8218340984447898
171,20080910,0.8220970853562922
172,20080911,0.824194255021036
173,20080912,0.8255492303762906
174,20080916,0.846513227532466
175,20080917,0.860212351093624
176,20080918,0.8512816264645701
177,20080919,0.8513003546603523
178,20080922,0.8497067203964281
179,20080923,0.8529933859909216
180,20080924,0.8532006633837174
181,20080925,0.855639110879668
182,20080926,0.8700797321539843
183,20081006,0.8773579491134523
184,20081007,0.8780387788819645
185,20081008,0.8842658299017955
186,20081009,0.8809259578622564
