,日期,收盘价(元)
0,20080102,1.015259
1,20080103,1.003679971105
2,20080104,1.0062564175908264
3,20080107,1.0062654738985846
4,20080108,0.9977041672466554
5,20080109,0.9933511839649583
6,20080110,1.0248324696871758
7,20080111,1.024929828771796
8,20080114,1.0238762009078186
9,20080115,1.0205066243306309
10,20080116,1.0290452032564052
11,20080117,1.0529087615199213
12,20080118,1.0713325590289968
13,20080121,1.083126859171347
14,20080122,1.0823957485414064
15,20080123,1.0919717037287522
16,20080124,1.1054411746942463
17,20080125,1.0975450083834053
18,20080128,1.0949811432438217
19,20080129,1.0897252337562513
20,20080130,1.0905556043843734
21,20080131,1.0847571202358617
22,20080201,1.0784959021378604
23,20080204,1.0758233892923628
24,20080205,1.0724356214394812
25,20080213,1.0761483935609049
26,20080214,1.0845660262953383
27,20080215,1.098975570520698
28,20080218,1.108502589741542
29,20080219,1.1014547302759652
30,20080220,1.0958681518840054
31,20080221,1.1038022373036456
32,20080222,1.0943547939545637
33,20080225,1.0730422343422985
34,20080226,1.0647250839839113
35,20080227,1.0630119413237813
36,20080228,1.0548171822681163
37,20080229,1.052491310381215
38,20080303,1.053272258933518
39,20080304,1.0526402955781577
40,20080305,1.0594782469382336
41,20080306,1.0604794538815903
42,20080307,1.0533010684582658
43,20080310,1.0559006154952206
44,20080311,1.0508681931617703
45,20080312,1.0344431233026519
46,20080313,1.0657867499387221
47,20080314,1.0468274694440622
48,20080317,1.037262606855752
49,20080318,1.038829910654711
50,20080319,1.029975963326201
51,20080320,1.0290757643342539
52,20080321,1.035168921934877
53,20080324,1.0467110554144508
54,20080325,1.0456350364494846
55,20080326,1.045675816215906
56,20080327,1.0329562155874559
57,20080328,1.027412339578398
58,20080331,1.050514733446158
59,20080401,1.031897511340025
60,20080402,1.0135545011784448
61,20080403,1.0134977421263789
62,20080407,1.0238121086479992
63,20080408,1.0209423633074588
64,20080409,1.0204900858405137
65,20080410,1.0134333968969265
66,20080411,1.0168638689454226
67,20080414,1.008452371021506
68,20080415,1.01228650693613
69,20080416,1.0200477075848093
70,20080417,1.0188715925779641
71,20080418,1.009630427233282
72,20080421,1.009664754667808
73,20080422,1.0017964372346817
74,20080423,1.0114737908183686
75,20080424,1.0128554640166265
76,20080425,1.0149875247683815
77,20080428,1.0036216944660252
78,20080429,0.9998039175402764
79,20080430,1.0106857833787848
80,20080505,1.0193332109413737
81,20080506,1.0212617893764748
82,20080507,1.0300875337602664
83,20080508,1.0684758058809103
84,20080509,1.0688465669855511
85,20080512,1.0510139308619642
86,20080513,1.0398595200137262
87,20080514,1.0463024895997313
88,20080515,1.037081425758889
89,20080516,1.0413127179759853
90,20080519,1.0444439453189391
91,20080520,1.0335838171755127
92,20080521,1.0262381369868463
93,20080522,1.0375370188750714
94,20080523,1.1176452521024156
95,20080526,1.1584549508376831
96,20080527,1.1068423074130118
97,20080528,1.0804419046965967
98,20080529,1.0982983680555174
99,20080530,1.0837667823477748
100,20080602,1.1022298332518516
101,20080603,1.0792042520352205
102,20080604,1.0421713581266319
103,20080605,1.0458877411897114
104,20080606,1.0415389399618447
105,20080610,1.0394371143810017
106,20080611,1.0273307903098063
107,20080612,1.0277376133027691
108,20080613,1.0173502692451182
109,20080616,1.0034441084148067
110,20080617,1.004376307991524
111,20080618,1.0051456602434456
112,20080619,1.0014437087767691
113,20080620,1.0035006741545967
114,20080623,1.017264689401301
115,20080624,1.0357951829834353
116,20080625,1.0367719378409885
117,20080626,1.0361913455557976
118,20080627,1.0365964963719099
119,20080630,1.0403925127416238
120,20080701,1.0425284385702824
121,20080702,1.061389863080896
122,20080703,1.0639053570563977
123,20080704,1.0649405369688134
124,20080707,1.059624353808265
125,20080708,1.0548910118198036
126,20080709,1.0493686573729268
127,20080710,1.0445992768251668
128,20080711,1.0378605668903678
129,20080714,1.0375855338401418
130,20080715,1.047898096460979
131,20080716,1.0770684357721632
132,20080717,1.0682590930359825
133,20080718,1.0761439134016813
134,20080721,1.074800885797756
135,20080722,1.0757230649577705
136,20080723,1.0813630809873442
137,20080724,1.07497330654179
138,20080725,1.0759182080782401
139,20080728,1.076235603949623
140,20080729,1.0703238417771277
141,20080730,1.0801804540360533
142,20080731,1.0834155944958914
143,20080801,1.076930268747239
144,20080804,1.067438205358501
145,20080805,1.0725490994857576
146,20080806,1.0637702851064668
147,20080807,1.0641553699496753
148,20080808,1.072003515803054
149,20080811,1.0655672066941726
150,20080812,1.0673456383621451
151,20080813,1.065989042055787
152,20080814,1.0608573708073303
153,20080815,1.0403531195443663
154,20080818,1.0271978543477278
155,20080819,1.010476100476801
156,20080820,1.010014312898883
157,20080821,0.9978244501565063
158,20080822,0.9952350957083502
159,20080825,0.9972006850223742
160,20080826,0.9870431988447363
161,20080827,0.9788053363071783
162,20080828,0.9726349474670978
163,20080829,0.9738419874369045
164,20080901,0.9745178337761857
165,20080902,0.9981898464764432
166,20080903,1.0004856831233389
167,20080904,0.999206061934624
168,20080905,0.9926952352350581
169,20080908,0.9770751757086344
170,20080909,0.9751083233799329
171,20080910,0.9753891545770664
172,20080911,0.9696987342492638
173,20080912,0.9765098981586305
174,20080916,1.0143848110686111
175,20080917,1.0210361322747878
176,20080918,1.030764564543102
177,20080919,1.030891348584541
178,20080922,1.0196536019936209
179,20080923,1.0034594634867582
180,20080924,1.0127826053620137
181,20080925,1.0057387023417208
182,20080926,1.014497680700415
183,20081006,1.0179155233866946
184,20081007,1.0169963456690765
185,20081008,1.0133727876894576
186,20081009,1.0006975208610378
187,20081010,0.9952717389029292
